lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1	Open water	shortName	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	Duflow																																									
"=IF(COUNTBLANK(A179)<1,ROW()-2,-1)"	0	0	0	0	_cNLoadS_	_gN_*_m_^-2*_d_^-1	0	0	0	0	0	0	=J178=K178	=J178=L178	=J178=M178	Input_factor	Forcing	-1	N_fertilizer_to_sediment	cNLoadS	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A180)<1,ROW()-2,-1)"	0	0	0	0	_fNH4LoadS_	0	0	0	0.5	0.5	0.5	0.5	=J179=K179	=J179=L179	=J179=M179	Input_factor	Forcing	-1	NH4_fraction_of_N_fertilizer_to_sediment	fNH4LadS	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A181)<1,ROW()-2,-1)"	0	0	0	0	_cDErosTot_	_gDW_*_m_^-2*_d_^-1	0	0	0	0	0	0	=J180=K180	=J180=L180	=J180=M180	Input_factor	Forcing	-1	Erosion_input_(tentative)	cDEroTot	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A182)<1,ROW()-2,-1)"	0	0	0	0	_fSedErosIM_	0	0	0	0.95	0.95	0.95	0.95	=J181=K181	=J181=L181	=J181=M181	Input_factor	Sedimentation	-1	Instantly_sedimenting_fraction_of_IM	fSeErsIM	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A183)<1,ROW()-2,-1)"	0	0	0	0	_fHypErosIM_	0	0	0	0	0	0	0	=J182=K182	=J182=L182	=J182=M182	Input_factor	Sedimentation	-1	Fraction_of_IM_from_banks_to_hypolymnion	fHErosIM	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A184)<1,ROW()-2,-1)"	0	0	0	0	_fDOrgSoil_	0	0	0	0.1	0.1	0.1	0.1	=J183=K183	=J183=L183	=J183=M183	Input_factor	Sediment	-1	Fraction_soil_organic_matter	fDOrgoil	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A185)<1,ROW()-2,-1)"	0	0	0	0	_cPDSoilOM_	_gP_*_gDW_^-1	0	0	0.001	0.001	0.001	0.001	=J184=K184	=J184=L184	=J184=M184	Input_factor	Sediment	-1	P/day_ratio_of_soil_organic_matter	cPDSolOM	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A186)<1,ROW()-2,-1)"	0	0	0	0	_cNDSoilOM_	_gN_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J185=K185	=J185=L185	=J185=M185	Input_factor	Sediment	-1	N/day_ratio_of_soil_organic_matter	cNDSolOM	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A187)<1,ROW()-2,-1)"	0	0	0	0	_cPO4Ground_	_gP_*_m_^-3	0	0	0.1	0.1	0.1	0.1	=J186=K186	=J186=L186	=J186=M186	Input_factor	Forcing	-1	PO4_cone_in_groundwater	cPO4Gr	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A188)<1,ROW()-2,-1)"	0	0	0	0	_cNH4Ground_	_gN_*_m_^-3	0	0	1	1	1	1	=J187=K187	=J187=L187	=J187=M187	Input_factor	Forcing	-1	NH4_cone_in_groundwater	cNH4Gr	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A189)<1,ROW()-2,-1)"	0	0	0	0	_cNO3Ground_	_gN_*_m_^-3	0	0	0.1	0.1	0.1	0.1	=J188=K188	=J188=L188	=J188=M188	Input_factor	Forcing	-1	NO3_cone_in_groundwater	cNO3Gr	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A190)<1,ROW()-2,-1)"	0	0	0	0	_cDepthS_	_m_	0	0	0.1	0.1	0.1	0.1	=J189=K189	=J189=L189	=J189=M189	Parameter	Sediment	-1	Sediment_depth	cDepthS	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A191)<1,ROW()-2,-1)"	0	0	0	0	_cCPerDW_	_gC_*_gDW_^-1	0	0	0.4	0.4	0.4	0.4	=J190=K190	=J190=L190	=J190=M190	Parameter	Sediment	-1	C_content_of_organic_matter	cCPerDW	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A192)<1,ROW()-2,-1)"	0	0	0	0	_cRhoIM_	_gDW_*_m_^-3	0	0	2500000	2500000	2500000	2500000	=J191=K191	=J191=L191	=J191=M191	Parameter	Sediment	-1	Density_of_sediment_IM	cRhoIM	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A193)<1,ROW()-2,-1)"	0	0	0	0	_cRhoOM_	_gDW_*_m_^-3	0	0	1400000	1400000	1400000	1400000	=J192=K192	=J192=L192	=J192=M192	Parameter	Sediment	-1	Density_of_sediment_detritus	cRhoOM	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A194)<1,ROW()-2,-1)"	0	0	0	0	_cTmRef_	_oC_	0	0	20	20	20	20	=J193=K193	=J193=L193	=J193=M193	Parameter	General	-1	Reference_temperature	cTmRef	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A195)<1,ROW()-2,-1)"	0	0	0	0	_cAerRoot_	_m_^(1.5)*_s_^(0.5)*_d_^-1	0	0	0.727	0.727	0.727	0.727	=J194=K194	=J194=L194	=J194=M194	Parameter	Reaeration	-1	Coefficient_for_VWind^05	cAerR	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A196)<1,ROW()-2,-1)"	0	0	0	0	_cAerLin_	_s_*_d_^-1	0	0	-0.371	-0.371	-0.371	-0.371	=J195=K195	=J195=L195	=J195=M195	Parameter	Reaeration	-1	Coefficient_for_VWind_(is_negative)	cAerLin	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A197)<1,ROW()-2,-1)"	0	0	0	0	_cAerSquare_	_s_^2*_m_^-1*_d^-1_	0	0	0.0376	0.0376	0.0376	0.0376	=J196=K196	=J196=L196	=J196=M196	Parameter	Reaeration	-1	Coefficient_for_VWind^2	cAeSqare	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A198)<1,ROW()-2,-1)"	0	0	0	0	_cThetaAer_	1^[_oC_^-1]	0	0	1.024	1.024	1.024	1.024	=J197=K197	=J197=L197	=J197=M197	Parameter	Reaeration	-1	Temperature_coeff_for_reaeration_(Downing_&_Truesdale_1955)	cThetAer	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A199)<1,ROW()-2,-1)"	0	0	0	0	_kFloatAer_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J198=K198	=J198=L198	=J198=M198	Parameter	Reaeration	-1	Reaeration_reduction_coeff_for_floating_plant_biomass	kFloAer	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A200)<1,ROW()-2,-1)"	0	0	0	0	_kBlueSurfAer_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J199=K199	=J199=L199	=J199=M199	Parameter	Reaeration	-1	Reaeration_reduction_coeff_for_surface_blue	cVSetIM	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A201)<1,ROW()-2,-1)"	0	0	0	0	_cVSetIM_	_m_*_d_^-1	0	0	1	1	1	1	=J200=K200	=J200=L200	=J200=M200	Parameter	Sedimentation	-1	Max_sedimentation_velocity_of_inert_org_matter_(10)	cVSetDe	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A202)<1,ROW()-2,-1)"	0	0	0	0	_cVSetDet_	_m_*_d_^-1	0	0	0.25	0.25	0.25	0.25	=J201=K201	=J201=L201	=J201=M201	Parameter	Sedimentation	-1	Max_sedimentation_velocity_of_detritus	cThetSet	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A203)<1,ROW()-2,-1)"	0	0	0	0	_cThetaSet_	1^[_oC_^-1]	0	0	1.01	1.01	1.01	1.01	=J202=K202	=J202=L202	=J202=M202	Parameter	Sedimentation	-1	Temp_parameter_of_sedimentation	cSuspMn	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A204)<1,ROW()-2,-1)"	0	0	0	0	_cSuspMin_	0	0	0	6.1	6.1	6.1	6.1	=J203=K203	=J203=L203	=J203=M203	Parameter	Sedimentation	-1	Minimum_value_of_logistic_empirical_suspended_matter_function	cSuspMx	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A205)<1,ROW()-2,-1)"	0	0	0	0	_cSuspMax_	0	0	0	25.2	25.2	25.2	25.2	=J204=K204	=J204=L204	=J204=M204	Parameter	Resuspension	-1	Maximum_value_of_logistic_empirical_suspended_matter_function	cSupSope	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A206)<1,ROW()-2,-1)"	0	0	0	0	_cSuspSlope_	_m_	0	0	2.1	2.1	2.1	2.1	=J205=K205	=J205=L205	=J205=M205	Parameter	Resuspension	-1	Slope_of_logistic_empirical_suspended_matter_function	hDethusp	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A207)<1,ROW()-2,-1)"	0	0	0	0	_hDepthSusp_	_m_	0	0	2	2	2	2	=J206=K206	=J206=L206	=J206=M206	Parameter	Resuspension	-1	Half_sat_value_of_depth_in_logistic_empirical_suspended_matter_function	cFetcRef	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A208)<1,ROW()-2,-1)"	0	0	0	0	_cFetchRef_	_m_	0	0	1000	1000	1000	1000	=J207=K207	=J207=L207	=J207=M207	Parameter	Resuspension	-1	Reference_fetch	fLutuRef	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A209)<1,ROW()-2,-1)"	0	0	0	0	_fLutumRef_	0	0	0	0.2	0.2	0.2	0.2	=J208=K208	=J208=L208	=J208=M208	Parameter	Resuspension	-1	Reference_lutum_fraction_(of_sandy_clay_soils)	cSuspRef	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A210)<1,ROW()-2,-1)"	0	0	0	0	_cSuspRef_	_gDW_*_m_^-2*_d_^-1	0	0	0.5	0.5	0.5	0.5	=J209=K209	=J209=L209	=J209=M209	Parameter	Resuspension	-1	Reference_suspended_matter_function	kVResus	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A211)<1,ROW()-2,-1)"	0	0	0	0	_kVegResus_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J210=K210	=J210=L210	=J210=M210	Parameter	Resuspension	-1	Rel_resuspension_reduction_per_g_vegetation	kTurbish	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A212)<1,ROW()-2,-1)"	0	0	0	0	_kTurbFish_	_gDW_*_gDW_^-1*_d_^-1	0	0	1	1	1	1	=J211=K211	=J211=L211	=J211=M211	Parameter	Resuspension	-1	Relative_resuspension_by_adult_fish_browsing	kResuPMx	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A213)<1,ROW()-2,-1)"	0	0	0	0	_kResusPhytMax_	_d_^-1	0	0	0.25	0.25	0.25	0.25	=J212=K212	=J212=L212	=J212=M212	Parameter	Resuspension	-1	Max_phytopl_resuspension	cReusExp	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A214)<1,ROW()-2,-1)"	0	0	0	0	_cResusPhytExp_	_gDW_^-1*_m_^2*_d_^1	0	0	-0.379	-0.379	-0.379	-0.379	=J213=K213	=J213=L213	=J213=M213	Parameter	Resuspension	-1	Exp_par_for_phytopl_resuspension	cThetMnW	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A215)<1,ROW()-2,-1)"	0	0	0	0	_cThetaMinW_	0	0	0	1.07	1.07	1.07	1.07	=J214=K214	=J214=L214	=J214=M214	Parameter	Mineralzation	-1	Expon_temp_constant_of_mineralization_in_water	kDMnDeW	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A216)<1,ROW()-2,-1)"	0	0	0	0	_kDMinDetW_	_d_^-1	0	0	0.01	0.01	0.01	0.01	=J215=K215	=J215=L215	=J215=M215	Parameter	Mineralzation	-1	Decomposition_constant_of_detritus	hO2BOD	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A217)<1,ROW()-2,-1)"	0	0	0	0	_hO2BOD_	_gO2_*_m_^-3	0	0	1	1	1	1	=J216=K216	=J216=L216	=J216=M216	Parameter	Mineralzation	-1	Half-sat_oxygen_conc_for_BOD	O2PerNO3	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A218)<1,ROW()-2,-1)"	0	0	0	0	_O2PerNO3_	0	0	0	1.5	1.5	1.5	1.5	=J217=K217	=J217=L217	=J217=M217	Parameter	Mineralzation	-1	Mol_O2_formed_per_mol_NO3-_ammonified	cThetMnS	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A219)<1,ROW()-2,-1)"	0	0	0	0	_cThetaMinS_	0	0	0	1.07	1.07	1.07	1.07	=J218=K218	=J218=L218	=J218=M218	Parameter	Mineralzation	-1	Expon_temp_constant_of_sediment_mineralization	kDMnDeS	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A220)<1,ROW()-2,-1)"	0	0	0	0	_kDMinDetS_	_d_^-1	0	0	0.002	0.002	0.002	0.002	=J219=K219	=J219=L219	=J219=M219	Parameter	Mineralzation	-1	Decomposition_constant_of_sediment_detritus	fRefrDeS	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A221)<1,ROW()-2,-1)"	0	0	0	0	_fRefrDetS_	0	0	0	0.15	0.15	0.15	0.15	=J220=K220	=J220=L220	=J220=M220	Parameter	Denitrification	-1	Refractory_fraction_of_sed_detritus	hNO3Dnit	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A222)<1,ROW()-2,-1)"	0	0	0	0	_hNO3Denit_	_gN_*_m_^-3	0	0	2	2	2	2	=J221=K221	=J221=L221	=J221=M221	Parameter	Denitrification	-1	Quadratic_half-sat_NO3_conc_for_denitrification	NO3PerC	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A223)<1,ROW()-2,-1)"	0	0	0	0	_NO3PerC_	0	0	0	0.8	0.8	0.8	0.8	=J222=K222	=J222=L222	=J222=M222	Parameter	Denitrification	-1	Mol_NO3_denitrified_per_mol_C_mineralised	kDMnHum	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A224)<1,ROW()-2,-1)"	0	0	0	0	_kDMinHum_	_d_^-1	0	0	0.00001	0.00001	0.00001	0.00001	=J223=K223	=J223=L223	=J223=M223	Parameter	Mineralzation	-1	Maximum_decomposition_constant_of_humic_material_(1D-5)	kNitrW	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A225)<1,ROW()-2,-1)"	0	0	0	0	_kNitrW_	_d_^-1	0	0	0.1	0.1	0.1	0.1	=J224=K224	=J224=L224	=J224=M224	Parameter	Nitrification	-1	Nitrification_rate_constant_in_water	kNitrS	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A226)<1,ROW()-2,-1)"	0	0	0	0	_kNitrS_	_d_^-1	0	0	1	1	1	1	=J225=K225	=J225=L225	=J225=M225	Parameter	Nitrification	-1	Nitrification_rate_constant_in_sediment	cThtaitr	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A227)<1,ROW()-2,-1)"	0	0	0	0	_cThetaNitr_	_oC_	0	0	1.08	1.08	1.08	1.08	=J226=K226	=J226=L226	=J226=M226	Parameter	Nitrification	-1	Temperature_coefficient_of_nitrification	O2PerNH4	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A228)<1,ROW()-2,-1)"	0	0	0	0	_O2PerNH4_	0	0	0	2	2	2	2	=J227=K227	=J227=L227	=J227=M227	Parameter	Nitrification	-1	Mol_O2_used_per_mol_NH4+_nitrified	hO2Nitr	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A229)<1,ROW()-2,-1)"	0	0	0	0	_hO2Nitr_	_gO2_*_m_^-3	0	0	2	2	2	2	=J228=K228	=J228=L228	=J228=M228	Parameter	Nitrification	-1	Half-sat_O2_conc_for_nitrification_in_water	kPDifPO4	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A230)<1,ROW()-2,-1)"	0	0	0	0	_kPDifPO4_	_m_^2*_d_^-1	0	0	0.000072	0.000072	0.000072	0.000072	=J229=K229	=J229=L229	=J229=M229	Parameter	Diffusion	-1	Mol_PO4_diffusion_constant	kNDifNO3	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A231)<1,ROW()-2,-1)"	0	0	0	0	_kNDifNO3_	_m_^2*_d_^-1	0	0	0.000086	0.000086	0.000086	0.000086	=J230=K230	=J230=L230	=J230=M230	Parameter	Diffusion	-1	Mol_NO3_diffusion_constant	kNDifNH4	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A232)<1,ROW()-2,-1)"	0	0	0	0	_kNDifNH4_	_m_^2*_d_^-1	0	0	0.000112	0.000112	0.000112	0.000112	=J231=K231	=J231=L231	=J231=M231	Parameter	Diffusion	-1	Mol_NH4_diffusion_constant	kO2Dif	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A233)<1,ROW()-2,-1)"	0	0	0	0	_kO2Dif_	_m_^2*_d_^-1	0	0	0.000026	0.000026	0.000026	0.000026	=J232=K232	=J232=L232	=J232=M232	Parameter	Diffusion	-1	Mol_O2_diffusion_constant	cThetDif	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A234)<1,ROW()-2,-1)"	0	0	0	0	_cThetaDif_	_oC_	0	0	1.02	1.02	1.02	1.02	=J233=K233	=J233=L233	=J233=M233	Parameter	Diffusion	-1	Temperature_coefficient_for_diffusion	fDethifS	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A235)<1,ROW()-2,-1)"	0	0	0	0	_fDepthDifS_	0	0	0	0.5	0.5	0.5	0.5	=J234=K234	=J234=L234	=J234=M234	Parameter	Diffusion	-1	Nutrient_diffusion_distance_as_fraction_of_sediment_depth	cTubDNut	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A236)<1,ROW()-2,-1)"	0	0	0	0	_cTurbDifNut_	0	0	0	5	5	5	5	=J235=K235	=J235=L235	=J235=M235	Parameter	Diffusion	-1	Bioturbation_factor_for_diffusion	cTubDfO2	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A237)<1,ROW()-2,-1)"	0	0	0	0	_cTurbDifO2_	0	0	0	5	5	5	5	=J236=K236	=J236=L236	=J236=M236	Parameter	Diffusion	-1	Bioturbation_factor_for_diffusion	kPSorp	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A238)<1,ROW()-2,-1)"	0	0	0	0	_kPSorp_	_d_^-1	0	0	0.05	0.05	0.05	0.05	=J237=K237	=J237=L237	=J237=M237	Parameter	Sorption	-1	P_sorption_rate_constant_not_too_high_->_model_speed	cRelPdsD	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A239)<1,ROW()-2,-1)"	0	0	0	0	_cRelPAdsD_	_gP_*_gDW_^-1	0	0	0.00003	0.00003	0.00003	0.00003	=J238=K238	=J238=L238	=J238=M238	Parameter	Sorption	-1	Max_P_adsorption_per_g_DW	cRePAsFe	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A240)<1,ROW()-2,-1)"	0	0	0	0	_cRelPAdsFe_	_gP_*_gFe_^-1	0	0	0.065	0.065	0.065	0.065	=J239=K239	=J239=L239	=J239=M239	Parameter	Sorption	-1	Max_P_adsorption_per_g_Fe	cRePAsAl	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A241)<1,ROW()-2,-1)"	0	0	0	0	_cRelPAdsAl_	_gP_*_gAl_^-1	0	0	0.134	0.134	0.134	0.134	=J240=K240	=J240=L240	=J240=M240	Parameter	Sorption	-1	Max_P_adsorption_per_g_Al	cKPAdsOx	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A242)<1,ROW()-2,-1)"	0	0	0	0	_cKPAdsOx_	_m_^3*_gP_^-1	0	0	0.6	0.6	0.6	0.6	=J241=K241	=J241=L241	=J241=M241	Parameter	Sorption	-1	P_adsorption_affinity_at_oxidized_conditions	fRedMx	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A243)<1,ROW()-2,-1)"	0	0	0	0	_fRedMax_	0	0	0	0.9	0.9	0.9	0.9	=J242=K242	=J242=L242	=J242=M242	Parameter	Sorption	-1	Max_reduction_factor_of_P_adsorption_affinity	coPO4Mx	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A244)<1,ROW()-2,-1)"	0	0	0	0	_coPO4Max_	_gP_*_m_^-3	0	0	1	1	1	1	=J243=K243	=J243=L243	=J243=M243	Parameter	Sorption	-1	Max_SRP_conc_in_pore_water	kPChePO4	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A245)<1,ROW()-2,-1)"	0	0	0	0	_kPChemPO4_	_m_*_d_^-1	0	0	0.03	0.03	0.03	0.03	=J244=K244	=J244=L244	=J244=M244	Parameter	Sorption	-1	Chem_PO4_loss_rate	cDayMnV1	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A246)<1,ROW()-2,-1)"	0	0	0	0	_cDayManVeg1_	_d_	0	0	-9999000	-9999000	-9999000	-9999000	=J245=K245	=J245=L245	=J245=M245	Input_factor	Mowing	-1	First_mowing_day_(default_non-existent)	cDayMnV2	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A247)<1,ROW()-2,-1)"	0	0	0	0	_cDayManVeg2_	_d_	0	0	-9999000	-9999000	-9999000	-9999000	=J246=K246	=J246=L246	=J246=M246	Input_factor	Mowing	-1	Second_mowing_day_(Note_259_=_16_Sep)	fManV	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A248)<1,ROW()-2,-1)"	0	0	0	0	_fManVeg_	0	0	0	0	0	0	0	=J247=K247	=J247=L247	=J247=M247	Input_factor	Mowing	-1	Fraction_removed_by_management_for_submerged_plants	cLengMan	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A249)<1,ROW()-2,-1)"	0	0	0	0	_cLengMan_	_d_	0	0	10	10	10	10	=J248=K248	=J248=L248	=J248=M248	Input_factor	Mowing	-1	Length_of_mowing_period	cYetards	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A250)<1,ROW()-2,-1)"	0	0	0	0	_cYearStartBirds_	_y_	0	0	0	0	0	0	=J249=K249	=J249=L249	=J249=M249	Input_factor	Birds	-1	First_year_of_birds_presence	cDaarrds	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A251)<1,ROW()-2,-1)"	0	0	0	0	_cDayStartBirds_	_d_	0	0	46	46	46	46	=J250=K250	=J250=L250	=J250=M250	Input_factor	Birds	-1	Yearly_first_day_of_birds_presence	cDandrds	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A252)<1,ROW()-2,-1)"	0	0	0	0	_cDayEndBirds_	_d_	0	0	288	288	288	288	=J251=K251	=J251=L251	=J251=M251	Input_factor	Birds	-1	Yearly_last_day_of_birds_presence	cBidsrha	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A253)<1,ROW()-2,-1)"	0	0	0	0	_cBirdsPerha_	_coot_*_ha_^-1	0	0	0	0	0	0	=J252=K252	=J252=L252	=J252=M252	Input_factor	Birds	-1	Number_of_birds_per_ha_vegetated_lake_(Default_=_0)	cDGzPird	0	0	0	0	0	0	PARM																																									
"=IF(COUNTBLANK(A254)<1,ROW()-2,-1)"	0	0	0	0	_cDGrazPerBird_	_gDW_*_coot_^-1*_d_^-1	0	0	45	45	45	45	=J253=K253	=J253=L253	=J253=M253	Parameter	Birds	-1	Daily_grazing_of_birds	hDVBird	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A255)<1,ROW()-2,-1)"	0	0	0	0	_hDVegBird_	_gDW_*_m_^-2	0	0	5	5	5	5	=J254=K254	=J254=L254	=J254=M254	Parameter	Birds	-1	Half-sat_vegetation_biomass_for_birds_grazing	fDAssird	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A256)<1,ROW()-2,-1)"	0	0	0	0	_fDAssBird_	0	0	0	0.5	0.5	0.5	0.5	=J255=K255	=J255=L255	=J255=M255	Parameter	Birds	-1	Birds_assim_efficiency	fDiEgird	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A257)<1,ROW()-2,-1)"	0	0	0	0	_fDissEgesBird_	0	0	0	0.25	0.25	0.25	0.25	=J256=K256	=J256=L256	=J256=M256	Parameter	Birds	-1	Fraction_dissolved_nutrient_of_coot_egestion	fDissMV	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A258)<1,ROW()-2,-1)"	0	0	0	0	_fDissMortVeg_	0	0	0	0.25	0.25	0.25	0.25	=J257=K257	=J257=L257	=J257=M257	Parameter	Vegetation	-1	Fraction_dissolved_nutrients_from_died_plants	cLengllo	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A259)<1,ROW()-2,-1)"	0	0	0	0	_cLengAllo_	_d_	0	0	15	15	15	15	=J258=K258	=J258=L258	=J258=M258	Parameter	Vegetation	-1	Duration_of_allocation_and_reallocation_phase	cLengM	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A260)<1,ROW()-2,-1)"	0	0	0	0	_cLengMort_	_d_	0	0	15	15	15	15	=J259=K259	=J259=L259	=J259=M259	Parameter	Vegetation	-1	Duration_of_autumn_mortality_period	UseEmpU	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A261)<1,ROW()-2,-1)"	0	0	0	0	_UseEmpUpt_	0	0	0	0	0	0	0	=J260=K260	=J260=L260	=J260=M260	Switch	Vegetation	-1	False_=_do_not_use_this_empirical_relation	fSedUVMx	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A262)<1,ROW()-2,-1)"	0	0	0	0	_fSedUptVegMax_	0	0	0	0.998	0.998	0.998	0.998	=J261=K261	=J261=L261	=J261=M261	Parameter	Vegetation	-1	Maximum_sediment_fraction_of_nutrient_uptake	fSeUVoef	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A263)<1,ROW()-2,-1)"	0	0	0	0	_fSedUptVegCoef_	0	0	0	2.66	2.66	2.66	2.66	=J262=K262	=J262=L262	=J262=M262	Parameter	Vegetation	-1	Sigm_regr_coeff_for_sediment_fraction_of_nutrient_uptake	fSedUExp	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A264)<1,ROW()-2,-1)"	0	0	0	0	_fSedUptVegExp_	0	0	0	-0.83	-0.83	-0.83	-0.83	=J263=K263	=J263=L263	=J263=M263	Parameter	Vegetation	-1	Exponent_in_sigm_regr_for_sediment_fraction_of_nutrient_uptake	fRVSum	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A265)<1,ROW()-2,-1)"	0	0	0	0	_fRootVegSum_	_gDW_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J264=K264	=J264=L264	=J264=M264	Parameter	Vegetation	-1	Root_fraction_outside_growing_season	fRVWin	0	0	0	0	0	1	PARM																																									
"=IF(COUNTBLANK(A266)<1,ROW()-2,-1)"	0	0	0	0	_fRootVegWin_	_gDW_*_gDW_^-1	0	0	0.6	0.6	0.6	0.6	=J265=K265	=J265=L265	=J265=M265	Parameter	Vegetation	-1	Root_fraction_outside_growing_season	fFloatV	0	0	0	0	0	1	PARM																																									
