lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sTargetValue	sEquation	sDescription	sRemark	-1	code versie 5.09.00.00	code versie 5.09.00.01	code versie 5.09.00.02	code versie 5.09.00.03	v00-v01	v00-v02	v00-v03	derivNames	short_derivName	Duflow																																																	
1581	0	0	0	0	_wDTranBlueEpi_	_gDW_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_D_in_Blue	-	-1	_wDTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadBlueEpi_ / _uDepthWEpi_ - _wDDilBlueEpi_ _ENDIF_	_wDTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadBlueEpi_ / _uDepthWEpi_ - _wDDilBlueEpi_ _ENDIF_	_wDTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadBlueEpi_ / _uDepthWEpi_ - _wDDilBlueEpi_ _ENDIF_	_wDTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadBlueEpi_ / _uDepthWEpi_ - _wDDilBlueEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wDTanueE_	wDTanueE	wDTanueE																																																	
1582	0	0	0	0	_wPTranBlueEpi_	_gP_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_P_in_Blue	-	-1	_wPTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadBlueEpi_ / _uDepthWEpi_ - _wPDilBlueEpi_ _ENDIF_	_wPTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadBlueEpi_ / _uDepthWEpi_ - _wPDilBlueEpi_ _ENDIF_	_wPTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadBlueEpi_ / _uDepthWEpi_ - _wPDilBlueEpi_ _ENDIF_	_wPTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadBlueEpi_ / _uDepthWEpi_ - _wPDilBlueEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wPTanueE_	wPTanueE	wPTanueE																																																	
1583	0	0	0	0	_wNTranBlueEpi_	_gN_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_N_in_Blue	-	-1	_wNTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadBlueEpi_ / _uDepthWEpi_ - _wNDilBlueEpi_ _ENDIF_	_wNTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadBlueEpi_ / _uDepthWEpi_ - _wNDilBlueEpi_ _ENDIF_	_wNTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadBlueEpi_ / _uDepthWEpi_ - _wNDilBlueEpi_ _ENDIF_	_wNTranBlueEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadBlueEpi_ / _uDepthWEpi_ - _wNDilBlueEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wNTanueE_	wNTanueE	wNTanueE																																																	
1584	0	0	0	0	_wDTranPhytEpi_	_gDW_*_m_^-3*_d_^-1	0	Transport	Total_transport_flux_of_D_in_Phyt	-	-1	_wDTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wDTranDiatEpi_ + _wDTranGrenEpi_ + _wDTranBlueEpi_ _ENDIF_	_wDTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wDTranDiatEpi_ + _wDTranGrenEpi_ + _wDTranBlueEpi_ _ENDIF_	_wDTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wDTranDiatEpi_ + _wDTranGrenEpi_ + _wDTranBlueEpi_ _ENDIF_	_wDTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wDTranDiatEpi_ + _wDTranGrenEpi_ + _wDTranBlueEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wDTanytE_	wDTanytE	wDTanytE																																																	
1585	0	0	0	0	_wPTranPhytEpi_	_gP_*_m_^-3*_d_^-1	0	Transport	Total_transport_flux_of_P_in_Phyt	-	-1	_wPTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wPTranDiatEpi_ + _wPTranGrenEpi_ + _wPTranBlueEpi_ _ENDIF_	_wPTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wPTranDiatEpi_ + _wPTranGrenEpi_ + _wPTranBlueEpi_ _ENDIF_	_wPTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wPTranDiatEpi_ + _wPTranGrenEpi_ + _wPTranBlueEpi_ _ENDIF_	_wPTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wPTranDiatEpi_ + _wPTranGrenEpi_ + _wPTranBlueEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wPTanytE_	wPTanytE	wPTanytE																																																	
1586	0	0	0	0	_wNTranPhytEpi_	_gN_*_m_^-3*_d_^-1	0	Transport	Total_transport_flux_of_N_in_Phyt	-	-1	_wNTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wNTranDiatEpi_ + _wNTranGrenEpi_ + _wNTranBlueEpi_ _ENDIF_	_wNTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wNTranDiatEpi_ + _wNTranGrenEpi_ + _wNTranBlueEpi_ _ENDIF_	_wNTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wNTranDiatEpi_ + _wNTranGrenEpi_ + _wNTranBlueEpi_ _ENDIF_	_wNTranPhytEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _wNTranDiatEpi_ + _wNTranGrenEpi_ + _wNTranBlueEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wNTanytE_	wNTanytE	wNTanytE																																																	
1587	0	0	0	0	_wSiTranSiO2Epi_	_gSi_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_Si_in_SIO2_in_epilimnion	-	-1	_wSiTranSiO2Epi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadSiO2Epi_ / _uDepthWEpi_ - _wSiDilSiO2Epi_ _ENDIF_	_wSiTranSiO2Epi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadSiO2Epi_ / _uDepthWEpi_ - _wSiDilSiO2Epi_ _ENDIF_	_wSiTranSiO2Epi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadSiO2Epi_ / _uDepthWEpi_ - _wSiDilSiO2Epi_ _ENDIF_	_wSiTranSiO2Epi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadSiO2Epi_ / _uDepthWEpi_ - _wSiDilSiO2Epi_ _ENDIF_	TRUE	TRUE	TRUE	_wSianO2E_	wSianO2E	wSianO2E																																																	
1588	0	0	0	0	_wSiTranDetWEpi_	_gSi_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_Si_in_detritus_in_epilimnion	-	-1	_wSiTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadDetEpi_ / _uDepthWEpi_ - _wSiDilDetEpi_ _ENDIF_	_wSiTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadDetEpi_ / _uDepthWEpi_ - _wSiDilDetEpi_ _ENDIF_	_wSiTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadDetEpi_ / _uDepthWEpi_ - _wSiDilDetEpi_ _ENDIF_	_wSiTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadDetEpi_ / _uDepthWEpi_ - _wSiDilDetEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wSiratWE_	wSiratWE	wSiratWE																																																	
1589	0	0	0	0	_tSiTranTotTEpi_	_gSi_*_m_^-3*_d_^-1	0	Transport	Total_Si_transport_flux	-	-1	_tSiTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadEpi_ - _wSiDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tSiTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadEpi_ - _wSiDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tSiTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadEpi_ - _wSiDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tSiTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uSiLoadEpi_ - _wSiDilTotEpi_ * _uDepthWEpi_ _ENDIF_	TRUE	TRUE	TRUE	_tSiantTE_	tSiantTE	tSiantTE																																																	
1590	0	0	0	0	_wDTranZooEpi_	_gDW_*_m_^-3*_d_^-1	0	Transport	Net_migration_flux_of_D_in_Zoo_in_epilimnion	-	-1	_wDTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uDLoadZooEpi_ /_uDepthWEpi_ - _wDDilZooEpi_) _ENDIF_	_wDTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uDLoadZooEpi_ /_uDepthWEpi_ - _wDDilZooEpi_) _ENDIF_	_wDTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uDLoadZooEpi_ /_uDepthWEpi_ - _wDDilZooEpi_) _ENDIF_	_wDTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uDLoadZooEpi_ /_uDepthWEpi_ - _wDDilZooEpi_) _ENDIF_	TRUE	TRUE	TRUE	_wDTanooE_	wDTanooE	wDTanooE																																																	
1591	0	0	0	0	_wPTranZooEpi_	_gP_*_m_^-3*_d_^-1	0	Transport	Net_migration_flux_of_P_in_Zoo_in_epilimnion	-	-1	_wPTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uPLoadZooEpi_ /_uDepthWEpi_ - _wPDilZooEpi_) _ENDIF_	_wPTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uPLoadZooEpi_ /_uDepthWEpi_ - _wPDilZooEpi_) _ENDIF_	_wPTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uPLoadZooEpi_ /_uDepthWEpi_ - _wPDilZooEpi_) _ENDIF_	_wPTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uPLoadZooEpi_ /_uDepthWEpi_ - _wPDilZooEpi_) _ENDIF_	TRUE	TRUE	TRUE	_wPTanooE_	wPTanooE	wPTanooE																																																	
1592	0	0	0	0	_wNTranZooEpi_	_gN_*_m_^-3*_d_^-1	0	Transport	Net_migration_flux_of_N_in_Zoo_in_epilimnion	-	-1	_wNTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uNLoadZooEpi_ /_uDepthWEpi_ - _wNDilZooEpi_) _ENDIF_	_wNTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uNLoadZooEpi_ /_uDepthWEpi_ - _wNDilZooEpi_) _ENDIF_	_wNTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uNLoadZooEpi_ /_uDepthWEpi_ - _wNDilZooEpi_) _ENDIF_	_wNTranZooEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ (_uNLoadZooEpi_ /_uDepthWEpi_ - _wNDilZooEpi_) _ENDIF_	TRUE	TRUE	TRUE	_wNTanooE_	wNTanooE	wNTanooE																																																	
1593	0	0	0	0	_wDTranIMWEpi_	_gDW_*_m_^-3*_d_^-1	0	Transport	Transport_flux_DW_in_IM	-	-1	_wDTranIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadIMEpi_ / _uDepthWEpi_ - _wDDilIMEpi_ _ENDIF_	_wDTranIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadIMEpi_ / _uDepthWEpi_ - _wDDilIMEpi_ _ENDIF_	_wDTranIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadIMEpi_ / _uDepthWEpi_ - _wDDilIMEpi_ _ENDIF_	_wDTranIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadIMEpi_ / _uDepthWEpi_ - _wDDilIMEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wDTanMWE_	wDTanMWE	wDTanMWE																																																	
1594	0	0	0	0	_wDTranDetWEpi_	_gDW_*_m_^-3*_d_^-1	0	Transport	Transport_flux_DW_in_detritus	-	-1	_wDTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadDetEpi_ / _uDepthWEpi_ - _wDDilDetEpi_ _ENDIF_	_wDTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadDetEpi_ / _uDepthWEpi_ - _wDDilDetEpi_ _ENDIF_	_wDTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadDetEpi_ / _uDepthWEpi_ - _wDDilDetEpi_ _ENDIF_	_wDTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadDetEpi_ / _uDepthWEpi_ - _wDDilDetEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wDTantWE_	wDTantWE	wDTantWE																																																	
1595	0	0	0	0	_wO2TranWEpi_	_gO2_*_m_^-3*_d_^-1	0	Transport	Transport_flux_O2	-	-1	_wO2TranWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uO2LoadEpi_ / _uDepthWEpi_ - _wO2OutflEpi_ _ENDIF_	_wO2TranWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uO2LoadEpi_ / _uDepthWEpi_ - _wO2OutflEpi_ _ENDIF_	_wO2TranWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uO2LoadEpi_ / _uDepthWEpi_ - _wO2OutflEpi_ _ENDIF_	_wO2TranWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uO2LoadEpi_ / _uDepthWEpi_ - _wO2OutflEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wO2TrnWE_	wO2TrnWE	wO2TrnWE																																																	
1596	0	0	0	0	_wPTranPO4WEpi_	_gP_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_P_in_PO4	-	-1	_wPTranPO4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadPO4Epi_ / _uDepthWEpi_ - _wPDilPO4Epi_ _ENDIF_	_wPTranPO4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadPO4Epi_ / _uDepthWEpi_ - _wPDilPO4Epi_ _ENDIF_	_wPTranPO4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadPO4Epi_ / _uDepthWEpi_ - _wPDilPO4Epi_ _ENDIF_	_wPTranPO4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadPO4Epi_ / _uDepthWEpi_ - _wPDilPO4Epi_ _ENDIF_	TRUE	TRUE	TRUE	_wPTan4WE_	wPTan4WE	wPTan4WE																																																	
1597	0	0	0	0	_wPTranAIMWEpi_	_gP_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_P_in_AIM	-	-1	_wPTranAIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadAIMEpi_ / _uDepthWEpi_ - _wPDilAIMEpi_ _ENDIF_	_wPTranAIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadAIMEpi_ / _uDepthWEpi_ - _wPDilAIMEpi_ _ENDIF_	_wPTranAIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadAIMEpi_ / _uDepthWEpi_ - _wPDilAIMEpi_ _ENDIF_	_wPTranAIMWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadAIMEpi_ / _uDepthWEpi_ - _wPDilAIMEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wPTanMWE_	wPTanMWE	wPTanMWE																																																	
1598	0	0	0	0	_wPTranDetWEpi_	_gP_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_P_in_detritus	-	-1	_wPTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadDetEpi_ / _uDepthWEpi_ - _wPDilDetEpi_ _ENDIF_	_wPTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadDetEpi_ / _uDepthWEpi_ - _wPDilDetEpi_ _ENDIF_	_wPTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadDetEpi_ / _uDepthWEpi_ - _wPDilDetEpi_ _ENDIF_	_wPTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadDetEpi_ / _uDepthWEpi_ - _wPDilDetEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wPTantWE_	wPTantWE	wPTantWE																																																	
1599	0	0	0	0	_wNTranNH4WEpi_	_gN_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_N_in_NH4	-	-1	_wNTranNH4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNH4Epi_ / _uDepthWEpi_ - _wNDilNH4Epi_ _ENDIF_	_wNTranNH4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNH4Epi_ / _uDepthWEpi_ - _wNDilNH4Epi_ _ENDIF_	_wNTranNH4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNH4Epi_ / _uDepthWEpi_ - _wNDilNH4Epi_ _ENDIF_	_wNTranNH4WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNH4Epi_ / _uDepthWEpi_ - _wNDilNH4Epi_ _ENDIF_	TRUE	TRUE	TRUE	_wNTan4WE_	wNTan4WE	wNTan4WE																																																	
1600	0	0	0	0	_wNTranNO3WEpi_	_gN_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_N_in_NO3	-	-1	_wNTranNO3WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNO3Epi_ / _uDepthWEpi_ - _wNDilNO3Epi_ _ENDIF_	_wNTranNO3WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNO3Epi_ / _uDepthWEpi_ - _wNDilNO3Epi_ _ENDIF_	_wNTranNO3WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNO3Epi_ / _uDepthWEpi_ - _wNDilNO3Epi_ _ENDIF_	_wNTranNO3WEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadNO3Epi_ / _uDepthWEpi_ - _wNDilNO3Epi_ _ENDIF_	TRUE	TRUE	TRUE	_wNTan3WE_	wNTan3WE	wNTan3WE																																																	
1601	0	0	0	0	_wNTranDetWEpi_	_gN_*_m_^-3*_d_^-1	0	Transport	Transport_flux_of_N_in_detritus	-	-1	_wNTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadDetEpi_ / _uDepthWEpi_ - _wNDilDetEpi_ _ENDIF_	_wNTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadDetEpi_ / _uDepthWEpi_ - _wNDilDetEpi_ _ENDIF_	_wNTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadDetEpi_ / _uDepthWEpi_ - _wNDilDetEpi_ _ENDIF_	_wNTranDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadDetEpi_ / _uDepthWEpi_ - _wNDilDetEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wNTantWE_	wNTantWE	wNTantWE																																																	
1602	0	0	0	0	_tDTranTotTEpi_	_gDW_*_m_^-2*_d_^-1	0	Mass_balance_equations	Total_transport_fluxes_of_DW_for_mass_balance_equations	-	-1	_tDTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadEpi_ - _wDDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tDTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadEpi_ - _wDDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tDTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadEpi_ - _wDDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tDTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uDLoadEpi_ - _wDDilTotEpi_ * _uDepthWEpi_ _ENDIF_	TRUE	TRUE	TRUE	_tDTantTE_	tDTantTE	tDTantTE																																																	
1603	0	0	0	0	_tPTranTotTEpi_	_gP_*_m_^-2*_d_^-1	0	Mass_balance_equations	Total_transport_fluxes_of_P_for_mass_balance_equations	-	-1	_tPTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadEpi_ - _wPDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tPTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadEpi_ - _wPDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tPTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadEpi_ - _wPDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tPTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uPLoadEpi_ - _wPDilTotEpi_ * _uDepthWEpi_ _ENDIF_	TRUE	TRUE	TRUE	_tPTantTE_	tPTantTE	tPTantTE																																																	
1604	0	0	0	0	_tNTranTotTEpi_	_gN_*_m_^-2*_d_^-1	0	Mass_balance_equations	Total_transport_fluxes_of_N_for_mass_balance_equations	-	-1	_tNTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadEpi_ - _wNDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tNTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadEpi_ - _wNDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tNTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadEpi_ - _wNDilTotEpi_ * _uDepthWEpi_ _ENDIF_	_tNTranTotTEpi_ = _IF_ (_FALSE_ _EQ_ _InclTran_) _THEN_ 0.0 _ELSE_ _uNLoadEpi_ - _wNDilTotEpi_ * _uDepthWEpi_ _ENDIF_	TRUE	TRUE	TRUE	_tNTantTE_	tNTantTE	tNTantTE																																																	
1605	0	0	0	0	_wDExchIMMEpi_	_gDW_*_m_^-3*_d_^-1	0	Exchange_fluxes_for_marsh	Diffusive_exchange_flux_of_DW_in_IM_from_epilimnion_to_marsh	-	-1	_wDExchIMMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	_wDExchIMMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	_wDExchIMMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	_wDExchIMMEpi_ = _IF_ (_InclMarsh_ _EQ_ _TRUE_ _AND_ _fMarsh_ _GT_ _NearZero_) _THEN_ _akExchMEpi_ *(_oDIMWEpi_ - _oDIMWM_) _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_wDExIMME_	wDExIMME	wDExIMME																																																	
