lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1	Open water	shortName	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	Duflow		
229	0	0	0	0	_kDMinHum_	_d_^-1	0	0	0.00001	0.00001	0.00001	0.00001	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	Maximum_decomposition_constant_of_humic_material_(1D-5)	kDMnHum	0	0	0	0	0	1	PARM		
230	0	0	0	0	_kNitrW_	_d_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	Nitrification_rate_constant_in_water	kNitrW	0	0	0	0	0	1	PARM		
231	0	0	0	0	_kNitrS_	_d_^-1	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	Nitrification_rate_constant_in_sediment	kNitrS	0	0	0	0	0	1	PARM		
232	0	0	0	0	_cThetaNitr_	_oC_	0	0	1.08	1.08	1.08	1.08	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	Temperature_coefficient_of_nitrification	cThtaitr	0	0	0	0	0	1	PARM		
233	0	0	0	0	_O2PerNH4_	0	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	Mol_O2_used_per_mol_NH4+_nitrified	O2PerNH4	0	0	0	0	0	1	PARM		
234	0	0	0	0	_hO2Nitr_	_gO2_*_m_^-3	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	Half-sat_O2_conc_for_nitrification_in_water	hO2Nitr	0	0	0	0	0	1	PARM		
235	0	0	0	0	_kPDifPO4_	_m_^2*_d_^-1	0	0	0.000072	0.000072	0.000072	0.000072	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Mol_PO4_diffusion_constant	kPDifPO4	0	0	0	0	0	1	PARM		
236	0	0	0	0	_kNDifNO3_	_m_^2*_d_^-1	0	0	0.000086	0.000086	0.000086	0.000086	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Mol_NO3_diffusion_constant	kNDifNO3	0	0	0	0	0	1	PARM		
237	0	0	0	0	_kNDifNH4_	_m_^2*_d_^-1	0	0	0.000112	0.000112	0.000112	0.000112	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Mol_NH4_diffusion_constant	kNDifNH4	0	0	0	0	0	1	PARM		
238	0	0	0	0	_kO2Dif_	_m_^2*_d_^-1	0	0	0.000026	0.000026	0.000026	0.000026	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Mol_O2_diffusion_constant	kO2Dif	0	0	0	0	0	1	PARM		
239	0	0	0	0	_cThetaDif_	_oC_	0	0	1.02	1.02	1.02	1.02	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Temperature_coefficient_for_diffusion	cThetDif	0	0	0	0	0	1	PARM		
240	0	0	0	0	_fDepthDifS_	0	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Nutrient_diffusion_distance_as_fraction_of_sediment_depth	fDethifS	0	0	0	0	0	1	PARM		
241	0	0	0	0	_cTurbDifNut_	0	0	0	5	5	5	5	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Bioturbation_factor_for_diffusion	cTubDNut	0	0	0	0	0	1	PARM		
242	0	0	0	0	_cTurbDifO2_	0	0	0	5	5	5	5	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Bioturbation_factor_for_diffusion	cTubDfO2	0	0	0	0	0	1	PARM		
243	0	0	0	0	_kPSorp_	_d_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Parameter	Sorption	-1	P_sorption_rate_constant_not_too_high_->_model_speed	kPSorp	0	0	0	0	0	1	PARM		
244	0	0	0	0	_cRelPAdsD_	_gP_*_gDW_^-1	0	0	0.00003	0.00003	0.00003	0.00003	TRUE	TRUE	TRUE	Parameter	Sorption	-1	Max_P_adsorption_per_g_DW	cRelPdsD	0	0	0	0	0	1	PARM		
245	0	0	0	0	_cRelPAdsFe_	_gP_*_gFe_^-1	0	0	0.065	0.065	0.065	0.065	TRUE	TRUE	TRUE	Parameter	Sorption	-1	Max_P_adsorption_per_g_Fe	cRePAsFe	0	0	0	0	0	1	PARM		
246	0	0	0	0	_cRelPAdsAl_	_gP_*_gAl_^-1	0	0	0.134	0.134	0.134	0.134	TRUE	TRUE	TRUE	Parameter	Sorption	-1	Max_P_adsorption_per_g_Al	cRePAsAl	0	0	0	0	0	1	PARM		
247	0	0	0	0	_cKPAdsOx_	_m_^3*_gP_^-1	0	0	0.6	0.6	0.6	0.6	TRUE	TRUE	TRUE	Parameter	Sorption	-1	P_adsorption_affinity_at_oxidized_conditions	cKPAdsOx	0	0	0	0	0	1	PARM		
248	0	0	0	0	_fRedMax_	0	0	0	0.9	0.9	0.9	0.9	TRUE	TRUE	TRUE	Parameter	Sorption	-1	Max_reduction_factor_of_P_adsorption_affinity	fRedMx	0	0	0	0	0	1	PARM		
249	0	0	0	0	_coPO4Max_	_gP_*_m_^-3	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Sorption	-1	Max_SRP_conc_in_pore_water	coPO4Mx	0	0	0	0	0	1	PARM		
250	0	0	0	0	_kPChemPO4_	_m_*_d_^-1	0	0	0.03	0.03	0.03	0.03	TRUE	TRUE	TRUE	Parameter	Sorption	-1	Chem_PO4_loss_rate	kPChePO4	0	0	0	0	0	1	PARM		
251	0	0	0	0	_cDayManVeg1_	_d_	0	0	-9999000	-9999000	-9999000	-9999000	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	First_mowing_day_(default_non-existent)	cDayMnV1	0	0	0	0	0	0	PARM		
252	0	0	0	0	_cDayManVeg2_	_d_	0	0	-9999000	-9999000	-9999000	-9999000	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	Second_mowing_day_(Note_259_=_16_Sep)	cDayMnV2	0	0	0	0	0	0	PARM		
253	0	0	0	0	_fManVeg_	0	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	Fraction_removed_by_management_for_submerged_plants	fManV	0	0	0	0	0	0	PARM		
254	0	0	0	0	_cLengMan_	_d_	0	0	10	10	10	10	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	Length_of_mowing_period	cLengMan	0	0	0	0	0	0	PARM		
255	0	0	0	0	_cYearStartBirds_	_y_	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Birds	-1	First_year_of_birds_presence	cYetards	0	0	0	0	0	0	PARM		
256	0	0	0	0	_cDayStartBirds_	_d_	0	0	46	46	46	46	TRUE	TRUE	TRUE	Input_factor	Birds	-1	Yearly_first_day_of_birds_presence	cDaarrds	0	0	0	0	0	0	PARM		
257	0	0	0	0	_cDayEndBirds_	_d_	0	0	288	288	288	288	TRUE	TRUE	TRUE	Input_factor	Birds	-1	Yearly_last_day_of_birds_presence	cDandrds	0	0	0	0	0	0	PARM		
258	0	0	0	0	_cBirdsPerha_	_coot_*_ha_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Birds	-1	Number_of_birds_per_ha_vegetated_lake_(Default_=_0)	cBidsrha	0	0	0	0	0	0	PARM		
259	0	0	0	0	_cDGrazPerBird_	_gDW_*_coot_^-1*_d_^-1	0	0	45	45	45	45	TRUE	TRUE	TRUE	Parameter	Birds	-1	Daily_grazing_of_birds	cDGzPird	0	0	0	0	0	1	PARM		
260	0	0	0	0	_hDVegBird_	_gDW_*_m_^-2	0	0	5	5	5	5	TRUE	TRUE	TRUE	Parameter	Birds	-1	Half-sat_vegetation_biomass_for_birds_grazing	hDVBird	0	0	0	0	0	1	PARM		
261	0	0	0	0	_fDAssBird_	0	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Birds	-1	Birds_assim_efficiency	fDAssird	0	0	0	0	0	1	PARM		
262	0	0	0	0	_fDissEgesBird_	0	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Birds	-1	Fraction_dissolved_nutrient_of_coot_egestion	fDiEgird	0	0	0	0	0	1	PARM		
263	0	0	0	0	_fDissMortVeg_	0	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Fraction_dissolved_nutrients_from_died_plants	fDissMV	0	0	0	0	0	1	PARM		
264	0	0	0	0	_cLengAllo_	_d_	0	0	15	15	15	15	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Duration_of_allocation_and_reallocation_phase	cLengllo	0	0	0	0	0	1	PARM		
265	0	0	0	0	_cLengMort_	_d_	0	0	15	15	15	15	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Duration_of_autumn_mortality_period	cLengM	0	0	0	0	0	1	PARM		
266	0	0	0	0	_UseEmpUpt_	0	0	0	0	0	0	0	TRUE	TRUE	TRUE	Switch	Vegetation	-1	False_=_do_not_use_this_empirical_relation	UseEmpU	0	0	0	0	0	1	PARM		
267	0	0	0	0	_fSedUptVegMax_	0	0	0	0.998	0.998	0.998	0.998	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Maximum_sediment_fraction_of_nutrient_uptake	fSedUVMx	0	0	0	0	0	1	PARM		
268	0	0	0	0	_fSedUptVegCoef_	0	0	0	2.66	2.66	2.66	2.66	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Sigm_regr_coeff_for_sediment_fraction_of_nutrient_uptake	fSeUVoef	0	0	0	0	0	1	PARM		
269	0	0	0	0	_fSedUptVegExp_	0	0	0	-0.83	-0.83	-0.83	-0.83	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Exponent_in_sigm_regr_for_sediment_fraction_of_nutrient_uptake	fSedUExp	0	0	0	0	0	1	PARM		
270	0	0	0	0	_fRootVegSum_	_gDW_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Root_fraction_outside_growing_season	fRVSum	0	0	0	0	0	1	PARM		
271	0	0	0	0	_fRootVegWin_	_gDW_*_gDW_^-1	0	0	0.6	0.6	0.6	0.6	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Root_fraction_outside_growing_season	fRVWin	0	0	0	0	0	1	PARM		
272	0	0	0	0	_fFloatVeg_	_gDW_*_gDW_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Floating_fraction_of_shoot	fFloatV	0	0	0	0	0	1	PARM		
273	0	0	0	0	_fEmergVeg_	_gDW_*_gDW_^-1	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Emergent_fraction_of_shoot	fEmergV	0	0	0	0	0	1	PARM		
274	0	0	0	0	_cVegHeight_	_m_	0	0	3	3	3	3	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Height_of_vegetation_in_summer	cVHeight	0	0	0	0	0	1	PARM		
275	0	0	0	0	_cVegHeightWin_	_m_	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Height_of_vegetation_in_Winter	cVHeW	0	0	0	0	0	1	PARM		
276	0	0	0	0	_cVegMaxHeight_	_m_	0	0	3	3	3	3	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Maximum_height_of_vegetation	cVMHe	0	0	0	0	0	1	PARM		
277	0	0	0	0	_cVegHPar1_	0	0	0	0.0191	0.0191	0.0191	0.0191	TRUE	TRUE	TRUE	Conversion	Conversion	-1	Vegetation_height_power_multiplier_for_Haga_Function	cVegHP1	0	0	0	0	0	0	PARM		
278	0	0	0	0	_cVegHPar2_	0	0	0	0.7969	0.7969	0.7969	0.7969	TRUE	TRUE	TRUE	Conversion	Conversion	-1	Vegetation_height_power_operator_for_Haga_Function	cVegHP2	0	0	0	0	0	0	PARM		
279	0	0	0	0	_cVegL_	0	0	0	1	1	1	1	TRUE	TRUE	TRUE	Conversion	Conversion	-1	Vegetation_light_correction	cVegL	0	0	0	0	0	0	PARM		
280	0	0	0	0	_cDStemVeg_	_gDW_*_m_^-1	0	0	1.97	1.97	1.97	1.97	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Weight_of_stem_per_m_of_length_grown	cDStemV	0	0	0	0	0	1	PARM		
281	0	0	0	0	_cDensVeg_	_m_^-2	0	0	10	10	10	10	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Density_of_vegetation_stems_per_m2	cDensV	0	0	0	0	0	1	PARM		
282	0	0	0	0	_fDepth1Veg_	0	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Max_upper_depth_of_submerged_veget_layer_as_fraction_of_water_depth	fDepth1V	0	0	0	0	0	1	PARM		
283	0	0	0	0	_fDepth2Veg_	0	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Max_lower_depth_of_submerged_veget_layer_as_fraction_of_water_depth	fDepth2V	0	0	0	0	0	1	PARM		
284	0	0	0	0	_cDLayerVeg_	_gDW_*_m_^-2	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Biomass_of_a_single_layer_floating_leaves	cDLayerV	0	0	0	0	0	1	PARM		
285	0	0	0	0	_cCovSpVeg_	_gDW_^-1*_m_^2	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Specific_cover	cCovSpV	0	0	0	0	0	1	PARM		
286	0	0	0	0	_kMigrVeg_	_d_^-1	0	0	0.001	0.001	0.001	0.001	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Vegetation_migration_rate	kMigrV	0	0	0	0	0	1	PARM		
287	0	0	0	0	_cDVegIn_	_gDW_*_m_^-2	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	External_vegetation_density	cDVIn	0	0	0	0	0	1	PARM		
288	0	0	0	0	_cTmInitVeg_	_oC_	0	0	9	9	9	9	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Temperature_for_initial_growth	cTMInitV	0	0	0	0	0	1	PARM		
289	0	0	0	0	_cPhotInitVeg_	_h_	0	0	12	12	12	12	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Hours_in_day_for_initial_growth__photoperiod_	cPhInitV	0	0	0	0	0	1	PARM		
290	0	0	0	0	_cDCarrVeg_	_gDW_*_m_^-2	0	0	1000	1000	1000	1000	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Max_vegetation_standing_crop	cDCarrV	0	0	0	0	0	1	PARM		
291	0	0	0	0	_cMuMaxVeg_	_gDW_*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Maximum_growth_rate_of_vegetation_at_20oC	cMuMxV	0	0	0	0	0	1	PARM		
292	0	0	0	0	_cQ10ProdVeg_	0	0	0	1.2	1.2	1.2	1.2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Temperature_quotient_of_production	cQ10PodV	0	0	0	0	0	1	PARM		
293	0	0	0	0	_hLRefVeg_	_J_*_s_^-1*_m_^-2	0	0	13	13	13	13	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Half-sat_light_at_20_oC	hLRefV	0	0	0	0	0	1	PARM		
294	0	0	0	0	_cExtSpVeg_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Specific_extinction_of_vegetation	cExtSpV	0	0	0	0	0	1	PARM		
295	0	0	0	0	_kDRespVeg_	_d_^-1	0	0	0.016	0.016	0.016	0.016	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Dark_respiration_rate_of_vegetation	kDRespV	0	0	0	0	0	1	PARM		
296	0	0	0	0	_cQ10RespVeg_	0	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Temperature_quotient_of_respiration	cQ10RspV	0	0	0	0	0	1	PARM		
297	0	0	0	0	_kMortVegSum_	_d_^-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Vegetation_mortality_rate_in_Spring_and_Summer_(low)	kMVSum	0	0	0	0	0	1	PARM		
298	0	0	0	0	_fWinVeg_	0	0	0	0.3	0.3	0.3	0.3	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Fraction_surviving_in_winter	fWinV	0	0	0	0	0	1	PARM		
299	0	0	0	0	_cDayWinVeg_	_d_	0	0	259	259	259	259	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	End_of_growing_season_=_16_Sep	cDayWinV	0	0	0	0	0	1	PARM		
300	0	0	0	0	_fDetWMortVeg_	0	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Fraction_of_shoot_mortality_becoming_water_detritus	fDeWMV	0	0	0	0	0	1	PARM		
301	0	0	0	0	_cPrefVegBird_	0	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Edibility_for_birds	cPrfVird	0	0	0	0	0	1	PARM		
302	0	0	0	0	_cVPUptMaxVeg_	_gP_*_gDW_^-1*_d_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Maximum_P_uptake_capacity_of_vegetation	cVPUMxV	0	0	0	0	0	1	PARM		
303	0	0	0	0	_cAffPUptVeg_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Initial_P_uptake_affinity_vegetation	cAfPUV	0	0	0	0	0	1	PARM		
304	0	0	0	0	_cPDVegMin_	_gP_*_gDW_^-1	0	0	0.0008	0.0008	0.0008	0.0008	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Minimum_P/day_ratio_vegetation	cPDVMn	0	0	0	0	0	1	PARM		
305	0	0	0	0	_cPDVegMax_	_gP_*_gDW_^-1	0	0	0.0035	0.0035	0.0035	0.0035	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Maximum_P/day_ratio_vegetation	cPDVMx	0	0	0	0	0	1	PARM		
306	0	0	0	0	_cVNUptMaxVeg_	_gN_*_gDW_^-1*_d_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Maximum_N_uptake_capacity_of_vegetation	cVNUMxV	0	0	0	0	0	1	PARM		
307	0	0	0	0	_cAffNUptVeg_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Initial_N_uptake_affinity_vegetation	cAfNUV	0	0	0	0	0	1	PARM		
308	0	0	0	0	_cNDVegMin_	_gN_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Minimum_N/day_ratio_vegetation	cNDVMn	0	0	0	0	0	1	PARM		
309	0	0	0	0	_cNDVegMax_	_gN_*_gDW_^-1	0	0	0.035	0.035	0.035	0.035	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	Maximum_N/day_ratio_vegetation	cNDVMx	0	0	0	0	0	1	PARM		
310	0	0	0	0	_cPACoefMin_	0	0	0	1.5	1.5	1.5	1.5	TRUE	TRUE	TRUE	Parameter	Algae	-1	Minimum_Poole-Atkins_coefficient	cPACofMn	0	0	0	0	0	1	PARM		
311	0	0	0	0	_cPACoefMax_	0	0	0	2.5	2.5	2.5	2.5	TRUE	TRUE	TRUE	Parameter	Algae	-1	Maximum_Poole-Atkins_coefficient	cPACofMx	0	0	0	0	0	1	PARM		
312	0	0	0	0	_hPACoef_	_gDW_*_m_^-3	0	0	3	3	3	3	TRUE	TRUE	TRUE	Parameter	Algae	-1	Decrease_constant_for_PA_coeff_with_DOMW	hPACoef	0	0	0	0	0	1	PARM		
313	0	0	0	0	_cSecchiPlus_	_m_	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Algae	-1	Maximum_Secchi_depth_above_water_depth	cSechlus	0	0	0	0	0	1	PARM		
314	0	0	0	0	_cEuph_	0	0	0	1.7	1.7	1.7	1.7	TRUE	TRUE	TRUE	Parameter	Algae	-1	Conversion_constant_Secchi_depth_->_euphotic_depth	cEuph	0	0	0	0	0	1	PARM		
315	0	0	0	0	_cCovSpPhyt_	_gDW_^-1*_m_^2	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Algae	-1	Specific_coverage_Tentative	cCovSpP	0	0	0	0	0	1	PARM		
316	0	0	0	0	_cTmOptLoss_	_oC_	0	0	25	25	25	25	TRUE	TRUE	TRUE	Parameter	Algae	-1	Optimum_temp_for_grazing	cTmptoss	0	0	0	0	0	1	PARM		
317	0	0	0	0	_cSigTmLoss_	_oC_	0	0	13	13	13	13	TRUE	TRUE	TRUE	Parameter	Algae	-1	Temperature_constant_of_grazing(sigma_in_Gaussian_curve)	cSiTmoss	0	0	0	0	0	1	PARM		
318	0	0	0	0	_fDissMortPhyt_	0	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Algae	-1	Soluble_nutrient_fraction_of_died_Algae	fDissMP	0	0	0	0	0	1	PARM		
319	0	0	0	0	_fDissLoss_	0	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Algae	-1	Dissolved_nutrient_fraction_of_grazing_loss	fDissoss	0	0	0	0	0	1	PARM		
320	0	0	0	0	_cMuMaxDiat_	_d_^-1	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Maximum_growth_rate_Diatoms	cMuMxDi	0	0	0	0	0	1	PARM		
321	0	0	0	0	_cTmOptDiat_	_oC_	0	0	18	18	18	18	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Optimum_temp_diatoms	cTmOptDi	0	0	0	0	0	1	PARM		
322	0	0	0	0	_cSigTmDiat_	_oC_	0	0	20	20	20	20	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Temperature_constant_diatoms(sigma_in_Gaussian_curve)	cSigTmDi	0	0	0	0	0	1	PARM		
323	0	0	0	0	_cExtSpDiat_	_m_^2*_gDW_^-1	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Specific_extinction_Diatoms	cExtSpDi	0	0	0	0	0	1	PARM		
324	0	0	0	0	_UseSteeleDiat_	0	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Flag_1_=_use_Steele_function0_=_use_Lehman_function	UseteeDi	0	0	0	0	0	1	PARM		
325	0	0	0	0	_cLOptRefDiat_	_J_*_s_^-1*_m_^-2	0	0	54	54	54	54	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Optimum_PAR_for_Diatoms_at_20_oC(Steele_function)	cLOtRfDi	0	0	0	0	0	1	PARM		
326	0	0	0	0	_hLRefDiat_	_J_*_s_^-1*_m_^-2	0	0	1000	1000	1000	1000	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Half-sat_PAR_at_20_oC(Lehmann_function)_Fake_value	hLRefDi	0	0	0	0	0	1	PARM		
327	0	0	0	0	_cChDDiatMin_	_gChl_*_gDW_^-1	0	0	0.004	0.004	0.004	0.004	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Min_chlorophyll/C_ratio_Diatoms	cChDDiMn	0	0	0	0	0	1	PARM		
328	0	0	0	0	_cChDDiatMax_	_gChl_*_gDW_^-1	0	0	0.012	0.012	0.012	0.012	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Max_chlorophyll/C_ratio_Diatoms	cChDDiMx	0	0	0	0	0	1	PARM		
329	0	0	0	0	_kDRespDiat_	_d_^-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Maintenance_respiration_constant_diatoms(=_005_*_MuMax)	kDRespDi	0	0	0	0	0	1	PARM		
330	0	0	0	0	_kLossDiat_	_d_^-1	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Grazing_loss_rate_for_Diatoms	kLossDi	0	0	0	0	0	1	PARM		
331	0	0	0	0	_kMortDiatW_	_d_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Mortality_constant_of_Diatoms_in_water	kMDiW	0	0	0	0	0	1	PARM		
332	0	0	0	0	_kMortDiatS_	_d_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Mortality_constant_of_sed_Diatoms	kMDiS	0	0	0	0	0	1	PARM		
333	0	0	0	0	_cVSetDiat_	_m_*_d_^-1	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Sedimentation_velocity_Diatoms	cVSetDi	0	0	0	0	0	1	PARM		
334	0	0	0	0	_cVPUptMaxDiat_	_gP_*_gDW_^-1*_d_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Maximum_P_uptake_capacity_of_Diatoms	cVPUMxDi	0	0	0	0	0	1	PARM		
335	0	0	0	0	_cAffPUptDiat_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Initial_P_uptake_affinity_Diatoms	cAfPUDi	0	0	0	0	0	1	PARM		
336	0	0	0	0	_cPDDiatMin_	_gP_*_gDW_^-1	0	0	0.0005	0.0005	0.0005	0.0005	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Minimum_P/day_ratio_Diatoms	cPDDiMn	0	0	0	0	0	1	PARM		
337	0	0	0	0	_cPDDiatMax_	_gP_*_gDW_^-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Max_P/day_ratio_Diatoms	cPDDiMx	0	0	0	0	0	1	PARM		
338	0	0	0	0	_cVNUptMaxDiat_	_gN_*_gDW_^-1*_d_^-1	0	0	0.07	0.07	0.07	0.07	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Maximum_N_uptake_capacity_of_Diatoms	cVNUMxDi	0	0	0	0	0	1	PARM		
339	0	0	0	0	_cAffNUptDiat_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Initial_N_uptake_affinity_Diatoms	cAfNUDi	0	0	0	0	0	1	PARM		
340	0	0	0	0	_cNDDiatMin_	_gN_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Minimum_N/day_ratio_Diatoms	cNDDiMn	0	0	0	0	0	1	PARM		
341	0	0	0	0	_cNDDiatMax_	_gN_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Max_N/day_ratio_Diatoms	cNDDiMx	0	0	0	0	0	1	PARM		
342	0	0	0	0	_hSiAssDiat_	_gSi_*_m_^-3	0	0	0.09	0.09	0.09	0.09	TRUE	TRUE	TRUE	Parameter	Diatoms	-1	Half_sat_Si_for_diatoms	hSiAssDi	0	0	0	0	0	1	PARM		
343	0	0	0	0	_cMuMaxGren_	_d_^-1	0	0	1.5	1.5	1.5	1.5	TRUE	TRUE	TRUE	Parameter	Green_algae	-1	Maximum_growth_rate_greens	cMuMxren	0	0	0	0	0	1	PARM		
344	0	0	0	0	_cTmOptGren_	_oC_	0	0	25	25	25	25	TRUE	TRUE	TRUE	Parameter	Green_algae	-1	Optimum_temp_of_greens	cTmptren	0	0	0	0	0	1	PARM		
